,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
69,Doctor Dolittle,1998,larkin & hyde streets,larkin & hyde streets,0 larkin st,13.0,13.0,280109.0,0 larkin st,0.0,larkin,st,94109.0,8143000.0,-122.41902864,37.79285917,"{'type': 'Point', 'coordinates': [-122.419028644, 37.792859175]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
70,The OA Part II,2019,"red's java house (pier 30-32, the embarcadero)","red's java house (pier 30-32, the embarcadero)",30 the embarcadero,125237.0,237.0,440219.0,30 the embarcadero,30.0,embarcadero,,94105.0,12553103.0,-122.39385371,37.79419169,"{'type': 'Point', 'coordinates': [-122.393853705, 37.794191691]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
71,Alive,2020,embarcadero near pier 14,embarcadero near pier 14,143 the embarcadero,35734.0,734.0,458314.0,143 the embarcadero,143.0,embarcadero,,94111.0,12553103.0,-122.39606153,37.79615551,"{'type': 'Point', 'coordinates': [-122.396061533, 37.796155507]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
72,"Murder in the First, Season 2",2015,83 watchman way,83 watchman way,83 watchman way,212625.0,2625.0,451069.0,83 watchman way,83.0,watchman,way,94107.0,13453000.0,-122.39514415,37.75582048,"{'type': 'Point', 'coordinates': [-122.395144145, 37.75582048]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
73,Magnum Force,1973,broadway tunnel (russian hill),broadway tunnel (russian hill),1 russian hill pl,74454.0,4454.0,278192.0,1 russian hill pl,1.0,russian hill,pl,94133.0,11201000.0,-122.41521114,37.79792138,"{'type': 'Point', 'coordinates': [-122.415211137, 37.797921383]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1970
74,The Maltese Falcon,1941,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1940
75,180,2011,polk & larkin streets,polk & larkin streets,0 larkin st,13.0,13.0,280109.0,0 larkin st,0.0,larkin,st,94109.0,8143000.0,-122.41902864,37.79285917,"{'type': 'Point', 'coordinates': [-122.419028644, 37.792859175]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
76,The Dead Pool,1988,"mirant energy, llc (1301 illinois street, the dogpatch)","mirant energy, llc (1301 illinois street, the dogpatch)",1301 a illinois st,22908.0,2908.0,485551.0,1301 a illinois st,1301.0,illinois,st,94107.0,7172000.0,-122.38647975,37.75511243,"{'type': 'Point', 'coordinates': [-122.386479747, 37.75511243]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
77,GirlBoss,2017,various haight st. vintage shops,various haight st. vintage shops,1 haight st,74244.0,4244.0,503968.0,1 haight st,1.0,haight,st,94102.0,6603000.0,-122.42244717,37.77295563,"{'type': 'Point', 'coordinates': [-122.422447164, 37.772955628]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
78,Women is Losers,2020,laguna honda hospital - 375 laguna honda blvd.,laguna honda hospital - 375 laguna honda blvd.,375 laguna honda blvd,144135.0,4135.0,449510.0,375 laguna honda blvd,375.0,laguna honda,blvd,94131.0,7990101.0,-122.45697402,37.74772932,"{'type': 'Point', 'coordinates': [-122.456974017, 37.747729326]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Twin Peaks,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
79,Blue Jasmine,2013,5546 geary ave,5546 geary ave,5546 geary blvd,177735.0,2735.0,476601.0,5546 geary blvd,5546.0,geary,blvd,94121.0,6076201.0,-122.47909755,37.78054226,"{'type': 'Point', 'coordinates': [-122.479097546, 37.780542264]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
80,Guess Who's Coming to Dinner,1967,san francisco international airport,san francisco international airport,370 a francisco st,142865.0,2865.0,276017.0,370 a francisco st,370.0,francisco,st,94133.0,5760000.0,-122.41133108,37.80523289,"{'type': 'Point', 'coordinates': [-122.411331083, 37.805232888]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,,1960
81,The Nightmare Before Christmas,1993,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
82,When We Rise,2017,"eureka arts center, 4400 20th st.","eureka arts center, 4400 20th st.",140 a eureka st,32548.0,2548.0,441308.0,140 a eureka st,140.0,eureka,st,94114.0,5318000.0,-122.43851587,37.76000286,"{'type': 'Point', 'coordinates': [-122.438515867, 37.760002857]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
83,Under the Tuscan Sun,2003,mecca restaurant (2029 market street),mecca restaurant (2029 market street),2029 market st,76379.0,1379.0,490256.0,2029 market st,2029.0,market,st,94114.0,8762102.0,-122.42756396,37.76833304,"{'type': 'Point', 'coordinates': [-122.427563955, 37.768333042]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
84,The Diary of a Teenage Girl,2015,304 lily st.,304 lily st.,304 lily st,123594.0,3594.0,289267.0,304 lily st,304.0,lily,st,94102.0,8337000.0,-122.42608942,37.77415328,"{'type': 'Point', 'coordinates': [-122.426089416, 37.774153282]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
85,Sense8 - Season 2,2016,67-69 deming st.,67-69 deming st.,66 deming st,193317.0,3317.0,467598.0,66 deming st,66.0,deming,st,94114.0,4713000.0,-122.44577931,37.76065567,"{'type': 'Point', 'coordinates': [-122.445779309, 37.760655672]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
86,"Play it Again, Sam",1972,balboa at 22nd avenue,balboa at 22nd avenue,480 b 22nd ave,166181.0,1181.0,476959.0,480 b 22nd ave,480.0,22nd,ave,94121.0,1135000.0,-122.48108163,37.77873217,"{'type': 'Point', 'coordinates': [-122.481081629, 37.778732172]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,1970
87,Venom,2018,embarcadero btwn folsom and bryant,embarcadero btwn folsom and bryant,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
88,A View to a Kill,1985,city hall,city hall,Empty,,,,,,,,,,,,,,,,nan,,,,,1980
89,Chance- Season 1 ep103,2016,laguna honda hospital,laguna honda hospital,250 laguna honda blvd,102482.0,2482.0,346988.0,250 laguna honda blvd,250.0,laguna honda,blvd,94116.0,7989201.0,-122.4610754,37.74986305,"{'type': 'Point', 'coordinates': [-122.4610754, 37.749863047]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
90,Freebie and the Bean,1974,hyatt regency hotel (5 embarcadero center),hyatt regency hotel (5 embarcadero center),5 the embarcadero,183917.0,3917.0,464266.0,5 the embarcadero,5.0,embarcadero,,94111.0,12553103.0,-122.39581105,37.79433102,"{'type': 'Point', 'coordinates': [-122.395811054, 37.794331018]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
91,After the Thin Man,1936,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,nan,,,,,1930
92,"Smile Again, Jenny Lee",2015,gaspare's pizza house (5546 geary blvd.),gaspare's pizza house (5546 geary blvd.),5546 geary blvd,177735.0,2735.0,476601.0,5546 geary blvd,5546.0,geary,blvd,94121.0,6076201.0,-122.47909755,37.78054226,"{'type': 'Point', 'coordinates': [-122.479097546, 37.780542264]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
93,Edtv,1999,1138 filbert street,1138 filbert street,1138 filbert st,9558.0,4558.0,277206.0,1138 filbert st,1138.0,filbert,st,94109.0,5511000.0,-122.41827908,37.80056614,"{'type': 'Point', 'coordinates': [-122.418279077, 37.800566144]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
94,A Taiwanese Tale of Two Cities,2018,"castro theatre, 429 castro st.","castro theatre, 429 castro st.",542 a castro st,175846.0,846.0,493231.0,542 a castro st,542.0,castro,st,94114.0,3791000.0,-122.43544261,37.76019656,"{'type': 'Point', 'coordinates': [-122.435442605, 37.760196559]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,A,,2010
95,Vertigo,1958,conservatory of flowers (golden gate park),conservatory of flowers (golden gate park),1521 a golden gate ave,42684.0,2684.0,472327.0,1521 a golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627646,37.77885411,"{'type': 'Point', 'coordinates': [-122.436276464, 37.778854112]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1950
96,GirlBoss,2017,filbert between leavenworth and hyde,filbert between leavenworth and hyde,921 e leavenworth st,219104.0,4104.0,458681.0,921 e leavenworth st,921.0,leavenworth,st,94109.0,8247000.0,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2010
97,Looking,2014,doc's clock,doc's clock,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
98,The Dead Pool,1988,portsmouth square (chinatown),portsmouth square (chinatown),1 ina ct,74271.0,4271.0,388980.0,1 ina ct,1.0,ina,ct,94112.0,7182000.0,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1980
99,The Matrix Resurrections,2021,"joe & the juice, 235 montgomery","joe & the juice, 235 montgomery",235 montgomery st,94820.0,4820.0,280829.0,235 montgomery st,235.0,montgomery,st,94104.0,9299000.0,-122.40262636,37.79144664,"{'type': 'Point', 'coordinates': [-122.402626357, 37.791446641]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
100,Shang-Chi and the Legend of the Ten Rings,2021,"bush between hyde and kearny, sutter between hyde and kearny","bush between hyde and kearny, sutter between hyde and kearny",312 a kearny st,126067.0,1067.0,503923.0,312 a kearny st,312.0,kearny,st,94108.0,7753000.0,-122.40384927,37.79098902,"{'type': 'Point', 'coordinates': [-122.403849272, 37.790989016]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2020
101,Chance- Season 1 ep103,2016,350 santa ana ave.,350 santa ana ave.,350 santa ana ave,137565.0,2565.0,356904.0,350 santa ana ave,350.0,santa ana,ave,94127.0,11566000.0,-122.46829021,37.73061614,"{'type': 'Point', 'coordinates': [-122.46829021, 37.730616138]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
102,"Murder in the First, Season 2",2015,embarcadero street at washington street,embarcadero street at washington street,738 a washington st,201487.0,1487.0,476781.0,738 a washington st,738.0,washington,st,94108.0,13411000.0,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
103,"Murder in the First, Season 2",2015,treasure island,treasure island,39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
104,Terminator - Genisys,2015,1 market st. landmark building,1 market st. landmark building,1108 b market st,7259.0,2259.0,470606.0,1108 b market st,1108.0,market,st,94102.0,8750203.0,-122.41246993,37.78090053,"{'type': 'Point', 'coordinates': [-122.412469932, 37.780900531]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
105,Chance - Season 1 ep105,2016,"the drew school, 2901 california","the drew school, 2901 california",2901 california st,118679.0,3679.0,477306.0,2901 california st,2901.0,california,st,94115.0,3563000.0,-122.4423196,37.78764227,"{'type': 'Point', 'coordinates': [-122.442319596, 37.78764227]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
106,Looking Season 2 ep 208,2015,950 mason street,950 mason street,950 mason st,221075.0,1075.0,280508.0,950 mason st,950.0,mason,st,94108.0,8812000.0,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
107,Vertigo,1958,gough & eddy streets (western addition),gough & eddy streets (western addition),332 a gough st,132244.0,2244.0,475593.0,332 a gough st,332.0,gough,st,94102.0,6318000.0,-122.42266943,37.77665949,"{'type': 'Point', 'coordinates': [-122.422669431, 37.776659486]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1950
108,Woman on the Run,1950,1801 laguna at bush,1801 laguna at bush,1801 laguna st,63066.0,3066.0,287279.0,1801 laguna st,1801.0,laguna,st,94115.0,7967000.0,-122.42881761,37.78774361,"{'type': 'Point', 'coordinates': [-122.428817606, 37.787743609]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1950
109,The Matrix Resurrections,2021,155 california,155 california,1055 california st,4075.0,4075.0,280718.0,1055 california st,1055.0,california,st,94108.0,3542000.0,-122.41168984,37.79143105,"{'type': 'Point', 'coordinates': [-122.411689838, 37.791431051]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
110,Guess Who's Coming to Dinner,1967,mel's drive-in (corner south van ness & mission st.),mel's drive-in (corner south van ness & mission st.),1 south van ness ave,74495.0,4495.0,357746.0,1 south van ness ave,1.0,south van ness,ave,94103.0,12015101.0,-122.41895682,37.77494444,"{'type': 'Point', 'coordinates': [-122.418956819, 37.774944445]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1960
111,Star Trek VI: The Undiscovered Country,1991,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
112,Chance- Season 1 ep104,2016,11 san jacinto ave.,11 san jacinto ave.,11 san jacinto way,13601.0,3601.0,353454.0,11 san jacinto way,11.0,san jacinto,way,94127.0,11417000.0,-122.4631511,37.73527324,"{'type': 'Point', 'coordinates': [-122.463151095, 37.735273239]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
113,Blue Jasmine,2013,aub zam zam bar,aub zam zam bar,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
114,Chance Season 2,2017,duboce between buena vista east and alpine st,duboce between buena vista east and alpine st,1 a buena vista ave east,74032.0,4032.0,489102.0,1 a buena vista ave east,1.0,buena vista,ave,94117.0,3362000.0,-122.43992169,37.77077078,"{'type': 'Point', 'coordinates': [-122.439921693, 37.770770781]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
115,Venom: Let There Be Carnage,2021,palace of fine arts,palace of fine arts,Empty,,,,,,,,,,,,,,,,nan,,,,,2020
116,The Dead Pool,1988,"kgo-tv abc7 tv studios (900 front street, waterfront historic district)","kgo-tv abc7 tv studios (900 front street, waterfront historic district)",900 front st,217573.0,2573.0,448182.0,900 front st,900.0,front,st,94111.0,5875000.0,-122.39992542,37.80003098,"{'type': 'Point', 'coordinates': [-122.399925416, 37.800030983]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1980
117,Goliath- Season 4,2021,fort point (golden gate national recreation area),fort point (golden gate national recreation area),1521 b golden gate ave,42689.0,2689.0,472328.0,1521 b golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2020
118,Patch Adams,1998,presidio (golden gate national recreation area),presidio (golden gate national recreation area),35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
119,"Murder in the First, Season 2",2015,372/374 pennsylvania avenue,372/374 pennsylvania avenue,324 pennsylvania ave,129820.0,4820.0,367683.0,324 pennsylvania ave,324.0,pennsylvania,ave,94107.0,10333000.0,-122.39388795,37.76219699,"{'type': 'Point', 'coordinates': [-122.393887947, 37.762196991]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
120,Blue Jasmine,2013,200 post st.,200 post st.,200 post st,75147.0,147.0,459418.0,200 post st,200.0,post,st,94108.0,10627000.0,-122.40551265,37.78893226,"{'type': 'Point', 'coordinates': [-122.405512653, 37.788932259]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
121,Venom,2018,potrero hill: rhode island btwn 15th and 16th,potrero hill: rhode island btwn 15th and 16th,1095 a rhode island st,6140.0,1140.0,504998.0,1095 a rhode island st,1095.0,rhode island,st,94107.0,11002000.0,-122.40140891,37.75591117,"{'type': 'Point', 'coordinates': [-122.401408906, 37.755911174]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2010
122,Shit and Champagne,2020,1090 eddy st,1090 eddy st,1090 eddy st,6054.0,1054.0,288051.0,1090 eddy st,1090.0,eddy,st,94109.0,5068000.0,-122.42556659,37.7825769,"{'type': 'Point', 'coordinates': [-122.42556659, 37.782576901]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Western Addition,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
123,The Doors,1991,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
124,Time After Time,1979,california academy of sciences (golden gate park),california academy of sciences (golden gate park),2863 d california st,117568.0,2568.0,474254.0,2863 d california st,2863.0,california,st,94115.0,3562000.0,-122.44153603,37.78776359,"{'type': 'Point', 'coordinates': [-122.441536033, 37.787763593]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,D,,1970
125,Looking Season 2 ep 210,2015,"vega coffee, 1245 folsom street","vega coffee, 1245 folsom street",1245 folsom st,17963.0,2963.0,366035.0,1245 folsom st,1245.0,folsom,st,94103.0,5678000.0,-122.41048159,37.77418219,"{'type': 'Point', 'coordinates': [-122.410481589, 37.77418219]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
