,title,release_year,locations,Input Name,Best Guess,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name
75,180,2011,polk & larkin streets,polk & larkin streets,0 larkin st,13.0,280109,0 larkin st,0,larkin,st,94109,8143000,-122.41902864,37.79285917,"{'type': 'Point', 'coordinates': [-122.419028644, 37.792859175]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
76,The Dead Pool,1988,"mirant energy, llc (1301 illinois street, the dogpatch)","mirant energy, llc (1301 illinois street, the dogpatch)",1301 a illinois st,2908.0,485551,1301 a illinois st,1301,illinois,st,94107,7172000,-122.38647975,37.75511243,"{'type': 'Point', 'coordinates': [-122.386479747, 37.75511243]}",SUPERVISORIAL DISTRICT 10,10,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
77,GirlBoss,2017,various haight st. vintage shops,various haight st. vintage shops,1 haight st,4244.0,503968,1 haight st,1,haight,st,94102,6603000,-122.42244717,37.77295563,"{'type': 'Point', 'coordinates': [-122.422447164, 37.772955628]}",SUPERVISORIAL DISTRICT 6,06,SIX,Hayes Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
78,Women is Losers,2020,laguna honda hospital - 375 laguna honda blvd.,laguna honda hospital - 375 laguna honda blvd.,375 laguna honda blvd,4135.0,449510,375 laguna honda blvd,375,laguna honda,blvd,94131,7990101,-122.45697402,37.74772932,"{'type': 'Point', 'coordinates': [-122.456974017, 37.747729326]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,Twin Peaks,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
79,Blue Jasmine,2013,5546 geary ave,5546 geary ave,5546 geary blvd,2735.0,476601,5546 geary blvd,5546,geary,blvd,94121,6076201,-122.47909755,37.78054226,"{'type': 'Point', 'coordinates': [-122.479097546, 37.780542264]}",SUPERVISORIAL DISTRICT 1,01,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
80,Guess Who's Coming to Dinner,1967,san francisco international airport,san francisco international airport,370 a francisco st,2865.0,276017,370 a francisco st,370,francisco,st,94133,5760000,-122.41133108,37.80523289,"{'type': 'Point', 'coordinates': [-122.411331083, 37.805232888]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,
81,The Nightmare Before Christmas,1993,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
82,When We Rise,2017,"eureka arts center, 4400 20th st.","eureka arts center, 4400 20th st.",140 a eureka st,2548.0,441308,140 a eureka st,140,eureka,st,94114,5318000,-122.43851587,37.76000286,"{'type': 'Point', 'coordinates': [-122.438515867, 37.760002857]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
83,Under the Tuscan Sun,2003,mecca restaurant (2029 market street),mecca restaurant (2029 market street),2029 market st,1379.0,490256,2029 market st,2029,market,st,94114,8762102,-122.42756396,37.76833304,"{'type': 'Point', 'coordinates': [-122.427563955, 37.768333042]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
84,The Diary of a Teenage Girl,2015,304 lily st.,304 lily st.,304 lily st,3594.0,289267,304 lily st,304,lily,st,94102,8337000,-122.42608942,37.77415328,"{'type': 'Point', 'coordinates': [-122.426089416, 37.774153282]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
85,Sense8 - Season 2,2016,67-69 deming st.,67-69 deming st.,66 deming st,3317.0,467598,66 deming st,66,deming,st,94114,4713000,-122.44577931,37.76065567,"{'type': 'Point', 'coordinates': [-122.445779309, 37.760655672]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
86,"Play it Again, Sam",1972,balboa at 22nd avenue,balboa at 22nd avenue,480 b 22nd ave,1181.0,476959,480 b 22nd ave,480,22nd,ave,94121,1135000,-122.48108163,37.77873217,"{'type': 'Point', 'coordinates': [-122.481081629, 37.778732172]}",SUPERVISORIAL DISTRICT 1,01,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
87,Venom,2018,embarcadero btwn folsom and bryant,embarcadero btwn folsom and bryant,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
88,A View to a Kill,1985,city hall,city hall,Empty,,,,,,,,,,,,,,,,,,,
89,Chance- Season 1 ep103,2016,laguna honda hospital,laguna honda hospital,250 laguna honda blvd,2482.0,346988,250 laguna honda blvd,250,laguna honda,blvd,94116,7989201,-122.4610754,37.74986305,"{'type': 'Point', 'coordinates': [-122.4610754, 37.749863047]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
90,Freebie and the Bean,1974,hyatt regency hotel (5 embarcadero center),hyatt regency hotel (5 embarcadero center),5 the embarcadero,3917.0,464266,5 the embarcadero,5,embarcadero,,94111,12553103,-122.39581105,37.79433102,"{'type': 'Point', 'coordinates': [-122.395811054, 37.794331018]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
91,After the Thin Man,1936,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,,,,
92,"Smile Again, Jenny Lee",2015,gaspare's pizza house (5546 geary blvd.),gaspare's pizza house (5546 geary blvd.),5546 geary blvd,2735.0,476601,5546 geary blvd,5546,geary,blvd,94121,6076201,-122.47909755,37.78054226,"{'type': 'Point', 'coordinates': [-122.479097546, 37.780542264]}",SUPERVISORIAL DISTRICT 1,01,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
93,Edtv,1999,1138 filbert street,1138 filbert street,1138 filbert st,4558.0,277206,1138 filbert st,1138,filbert,st,94109,5511000,-122.41827908,37.80056614,"{'type': 'Point', 'coordinates': [-122.418279077, 37.800566144]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
94,A Taiwanese Tale of Two Cities,2018,"castro theatre, 429 castro st.","castro theatre, 429 castro st.",542 a castro st,846.0,493231,542 a castro st,542,castro,st,94114,3791000,-122.43544261,37.76019656,"{'type': 'Point', 'coordinates': [-122.435442605, 37.760196559]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,A,
95,Vertigo,1958,conservatory of flowers (golden gate park),conservatory of flowers (golden gate park),1521 a golden gate ave,2684.0,472327,1521 a golden gate ave,1521,golden gate,ave,94115,6273000,-122.43627646,37.77885411,"{'type': 'Point', 'coordinates': [-122.436276464, 37.778854112]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
96,GirlBoss,2017,filbert between leavenworth and hyde,filbert between leavenworth and hyde,921 e leavenworth st,4104.0,458681,921 e leavenworth st,921,leavenworth,st,94109,8247000,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,
97,Looking,2014,doc's clock,doc's clock,Empty,,,,,,,,,,,,,,,,,,,
98,The Dead Pool,1988,portsmouth square (chinatown),portsmouth square (chinatown),1 ina ct,4271.0,388980,1 ina ct,1,ina,ct,94112,7182000,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
99,The Matrix Resurrections,2021,"joe & the juice, 235 montgomery","joe & the juice, 235 montgomery",235 montgomery st,4820.0,280829,235 montgomery st,235,montgomery,st,94104,9299000,-122.40262636,37.79144664,"{'type': 'Point', 'coordinates': [-122.402626357, 37.791446641]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
100,Shang-Chi and the Legend of the Ten Rings,2021,"bush between hyde and kearny, sutter between hyde and kearny","bush between hyde and kearny, sutter between hyde and kearny",312 a kearny st,1067.0,503923,312 a kearny st,312,kearny,st,94108,7753000,-122.40384927,37.79098902,"{'type': 'Point', 'coordinates': [-122.403849272, 37.790989016]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
101,Chance- Season 1 ep103,2016,350 santa ana ave.,350 santa ana ave.,350 santa ana ave,2565.0,356904,350 santa ana ave,350,santa ana,ave,94127,11566000,-122.46829021,37.73061614,"{'type': 'Point', 'coordinates': [-122.46829021, 37.730616138]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
102,"Murder in the First, Season 2",2015,embarcadero street at washington street,embarcadero street at washington street,738 a washington st,1487.0,476781,738 a washington st,738,washington,st,94108,13411000,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
103,"Murder in the First, Season 2",2015,treasure island,treasure island,39 treasure island rd,4268.0,505515,39 treasure island rd,39,treasure island,rd,94130,14305000,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,06,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
104,Terminator - Genisys,2015,1 market st. landmark building,1 market st. landmark building,1108 b market st,2259.0,470606,1108 b market st,1108,market,st,94102,8750203,-122.41246993,37.78090053,"{'type': 'Point', 'coordinates': [-122.412469932, 37.780900531]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
105,Chance - Season 1 ep105,2016,"the drew school, 2901 california","the drew school, 2901 california",2901 california st,3679.0,477306,2901 california st,2901,california,st,94115,3563000,-122.4423196,37.78764227,"{'type': 'Point', 'coordinates': [-122.442319596, 37.78764227]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
106,Looking Season 2 ep 208,2015,950 mason street,950 mason street,950 mason st,1075.0,280508,950 mason st,950,mason,st,94108,8812000,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
107,Vertigo,1958,gough & eddy streets (western addition),gough & eddy streets (western addition),332 a gough st,2244.0,475593,332 a gough st,332,gough,st,94102,6318000,-122.42266943,37.77665949,"{'type': 'Point', 'coordinates': [-122.422669431, 37.776659486]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
108,Woman on the Run,1950,1801 laguna at bush,1801 laguna at bush,1801 laguna st,3066.0,287279,1801 laguna st,1801,laguna,st,94115,7967000,-122.42881761,37.78774361,"{'type': 'Point', 'coordinates': [-122.428817606, 37.787743609]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
109,The Matrix Resurrections,2021,155 california,155 california,1055 california st,4075.0,280718,1055 california st,1055,california,st,94108,3542000,-122.41168984,37.79143105,"{'type': 'Point', 'coordinates': [-122.411689838, 37.791431051]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
110,Guess Who's Coming to Dinner,1967,mel's drive-in (corner south van ness & mission st.),mel's drive-in (corner south van ness & mission st.),1 south van ness ave,4495.0,357746,1 south van ness ave,1,south van ness,ave,94103,12015101,-122.41895682,37.77494444,"{'type': 'Point', 'coordinates': [-122.418956819, 37.774944445]}",SUPERVISORIAL DISTRICT 6,06,SIX,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
111,Star Trek VI: The Undiscovered Country,1991,golden gate bridge,golden gate bridge,35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
112,Chance- Season 1 ep104,2016,11 san jacinto ave.,11 san jacinto ave.,11 san jacinto way,3601.0,353454,11 san jacinto way,11,san jacinto,way,94127,11417000,-122.4631511,37.73527324,"{'type': 'Point', 'coordinates': [-122.463151095, 37.735273239]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
113,Blue Jasmine,2013,aub zam zam bar,aub zam zam bar,Empty,,,,,,,,,,,,,,,,,,,
114,Chance Season 2,2017,duboce between buena vista east and alpine st,duboce between buena vista east and alpine st,1 a buena vista ave east,4032.0,489102,1 a buena vista ave east,1,buena vista,ave,94117,3362000,-122.43992169,37.77077078,"{'type': 'Point', 'coordinates': [-122.439921693, 37.770770781]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
115,Venom: Let There Be Carnage,2021,palace of fine arts,palace of fine arts,Empty,,,,,,,,,,,,,,,,,,,
116,The Dead Pool,1988,"kgo-tv abc7 tv studios (900 front street, waterfront historic district)","kgo-tv abc7 tv studios (900 front street, waterfront historic district)",900 front st,2573.0,448182,900 front st,900,front,st,94111,5875000,-122.39992542,37.80003098,"{'type': 'Point', 'coordinates': [-122.399925416, 37.800030983]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
117,Goliath- Season 4,2021,fort point (golden gate national recreation area),fort point (golden gate national recreation area),1521 b golden gate ave,2689.0,472328,1521 b golden gate ave,1521,golden gate,ave,94115,6273000,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
118,Patch Adams,1998,presidio (golden gate national recreation area),presidio (golden gate national recreation area),35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
119,"Murder in the First, Season 2",2015,372/374 pennsylvania avenue,372/374 pennsylvania avenue,324 pennsylvania ave,4820.0,367683,324 pennsylvania ave,324,pennsylvania,ave,94107,10333000,-122.39388795,37.76219699,"{'type': 'Point', 'coordinates': [-122.393887947, 37.762196991]}",SUPERVISORIAL DISTRICT 10,10,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
120,Blue Jasmine,2013,200 post st.,200 post st.,200 post st,147.0,459418,200 post st,200,post,st,94108,10627000,-122.40551265,37.78893226,"{'type': 'Point', 'coordinates': [-122.405512653, 37.788932259]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
121,Venom,2018,potrero hill: rhode island btwn 15th and 16th,potrero hill: rhode island btwn 15th and 16th,1095 a rhode island st,1140.0,504998,1095 a rhode island st,1095,rhode island,st,94107,11002000,-122.40140891,37.75591117,"{'type': 'Point', 'coordinates': [-122.401408906, 37.755911174]}",SUPERVISORIAL DISTRICT 10,10,TEN,Potrero Hill,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
122,Shit and Champagne,2020,1090 eddy st,1090 eddy st,1090 eddy st,1054.0,288051,1090 eddy st,1090,eddy,st,94109,5068000,-122.42556659,37.7825769,"{'type': 'Point', 'coordinates': [-122.42556659, 37.782576901]}",SUPERVISORIAL DISTRICT 2,02,TWO,Western Addition,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
123,The Doors,1991,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
124,Time After Time,1979,california academy of sciences (golden gate park),california academy of sciences (golden gate park),2863 d california st,2568.0,474254,2863 d california st,2863,california,st,94115,3562000,-122.44153603,37.78776359,"{'type': 'Point', 'coordinates': [-122.441536033, 37.787763593]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,D,
125,Looking Season 2 ep 210,2015,"vega coffee, 1245 folsom street","vega coffee, 1245 folsom street",1245 folsom st,2963.0,366035,1245 folsom st,1245,folsom,st,94103,5678000,-122.41048159,37.77418219,"{'type': 'Point', 'coordinates': [-122.410481589, 37.77418219]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
126,Shit and Champagne,2020,gerke alley at grant,gerke alley at grant,1 grant ave,4237.0,281519,1 grant ave,1,grant,ave,94108,6381000,-122.40517625,37.78698775,"{'type': 'Point', 'coordinates': [-122.40517625, 37.78698775]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
127,George of the Jungle,1997,the tamalpais building (1201 greenwich street at hyde),the tamalpais building (1201 greenwich street at hyde),1201 greenwich st,3862.0,277218,1201 greenwich st,1201,greenwich,st,94109,6507001,-122.41967163,37.80088229,"{'type': 'Point', 'coordinates': [-122.419671626, 37.800882295]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
128,Blue Jasmine,2013,real guitars,real guitars,Empty,,,,,,,,,,,,,,,,,,,
129,Surface,2022,powell street at geary,powell street at geary,114 a powell st,210.0,456677,114 a powell st,114,powell,st,94102,10676000,-122.4077859,37.78586498,"{'type': 'Point', 'coordinates': [-122.407785894, 37.785864978]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
130,The Rock,1996,"fairmont hotel (950 mason street, nob hill)","fairmont hotel (950 mason street, nob hill)",950 mason st,1075.0,280508,950 mason st,950,mason,st,94108,8812000,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
131,Godzilla,2014,eddy & taylor st.,eddy & taylor st.,1 taylor st,4521.0,281947,1 taylor st,1,taylor,st,94102,12425000,-122.41079829,37.7824352,"{'type': 'Point', 'coordinates': [-122.410798291, 37.782435201]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
132,The OA Part II,2019,harrison st to beale st to bryant st,harrison st to beale st to bryant st,978 a harrison st,2621.0,477443,978 a harrison st,978,harrison,st,94107,6723000,-122.4037374,37.77786513,"{'type': 'Point', 'coordinates': [-122.403737397, 37.777865132]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
133,A Taiwanese Tale of Two Cities,2018,pier 7,pier 7,Empty,,,,,,,,,,,,,,,,,,,
134,It Came From Beneath the Sea,1955,chrissy field,chrissy field,Empty,,,,,,,,,,,,,,,,,,,
135,The Lineup,1958,war memorial opera house (401 van ness avenue),war memorial opera house (401 van ness avenue),401 van ness ave,62.0,454214,401 van ness ave,401,van ness,ave,94102,13146101,-122.42051342,37.77946222,"{'type': 'Point', 'coordinates': [-122.42051342, 37.779462224]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
